ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
19804,1,1,42,0,10,1,1,3,4,1,8,6,1,5,1,3,3,0,0,0,0,0,,,,,,0.238921002,1.407514451,0,1
20037,1,0,64,0,5,0,1,0,2,1,4,2,0,1,1,2,0,0,3,0,0,0,934,1,0,0,0,0.852248394,0.782119914,0,0
20920,1,0,69,0,9,1,1,0,0,1,8,1,0,1,5,3,1,2,4,1,0,1,105.8571429,0.214285716,0,0,0,0.045883941,0.24645749,0,0
22785,1,0,61,0,4,1,1,3,4,1,8,5,3,1,2,1,0,1,4,10,1,1,385,0.333333343,0,0,0,0.061471861,0.632467532,0,1
23927,1,1,72,0,6,0,1,2,4,1,3,1,0,0,2,1,0,2,0,6,3,0,31.44736842,0,0,0,0,1,0.611297071,0,0
1000,1,1,31,0,10,1,2,0,2,2,5,6,3,5,1,3,3,1,4,0,0,2,55,0.272727281,0.090909094,0.090909094,0.090909094,1,1.207438017,0,1
7027,1,1,54,0,9,1,2,1,4,2,5,3,1,2,1,3,2,1,4,0,0,2,98.66666667,0.333333343,0,0.333333343,0,1,2,0,1
9900,1,0,57,0,9,1,2,2,2,2,4,2,1,0,1,2,0,0,0,0,0,1,36.5,0.150000006,0,0,0,0.41369863,0.500342466,0,1
18389,1,1,31,0,4,1,2,3,3,2,2,2,0,0,2,0,0,1,0,0,0,0,380,0,0,0,0,0.057894737,0.480592105,0,1
374,1,0,18,0,10,1,0,3,0,2,4,6,0,1,3,2,0,2,0,6,0,0,229.6666667,0.111111112,0,0,0,0,0,0,1
5932,1,0,61,1,10,1,0,3,4,2,8,6,1,3,3,5,2,2,0,0,0,0,72,0.5,0,0,0,1,2,0,1
7266,1,1,69,1,8,2,0,2,0,2,10,6,0,1,5,5,0,2,0,4,0,1,36.25,0.375,0,0.125,0.25,1,2,0,1
7635,1,0,75,0,10,1,0,2,1,2,7,6,3,3,2,1,1,1,0,0,0,2,,,,,,0.003184713,0.58160828,0,1
8214,1,1,48,0,7,2,0,2,1,2,9,6,1,5,0,3,3,0,4,2,1,2,141.4285714,0.285714298,0,0,0,0.229292929,0.368939394,0,1
10258,1,0,52,0,7,2,0,2,0,2,3,4,0,0,4,1,0,2,0,3,0,3,54.80487805,0,0,0,0,0.484646195,0.4876502,0,0
14227,1,0,50,0,7,0,0,2,4,2,6,5,1,1,3,3,0,2,4,6,1,1,150,0.25,0,0,0,1,1.2175,0,1
14403,1,1,49,0,8,0,0,0,0,2,5,0,0,1,4,0,0,2,1,0,0,2,127,0,0,0,0,0.107086614,0.57519685,0,0
20178,1,0,33,0,9,1,0,0,0,2,2,1,0,1,2,0,0,0,1,10,0,1,18.44036697,0.073394492,0.009174312,0,0,0.7960199,0.726865672,0,0
20716,1,1,29,0,5,0,0,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,309,0,0,0,0,1,1.182038835,0,0
25062,1,1,54,0,7,0,0,0,0,2,2,6,1,0,3,1,0,0,0,5,3,0,13.1875,0.125,0,0.125,0,0.843601896,1,0,1
394,1,0,28,0,10,1,1,0,1,2,3,0,1,2,0,2,2,0,3,10,0,3,114.0625,0.25,0,0,0,0.876712329,0.800547945,0,1
1572,1,0,31,0,10,1,1,0,4,2,5,0,0,0,4,1,0,2,0,6,0,0,,0,0,0,0,,,0,0
2576,1,0,57,0,10,1,1,3,2,2,7,2,1,1,2,5,0,2,0,3,3,1,172,0.5,0,0,0,1,3,1,1
2588,1,0,52,0,7,0,1,3,0,2,4,5,2,1,3,2,1,2,0,0,0,3,322.5,0,0,0,0,0.51627907,0.56627907,0,1
6459,1,0,71,1,1,2,1,3,0,2,7,5,1,0,4,1,0,2,0,0,0,0,,,,,,0,0,1,0
6826,1,0,60,0,8,2,1,3,2,2,3,1,1,1,0,2,0,0,4,0,0,0,731,0.5,0,0,0,0.016415869,0.249829001,0,0
8172,1,0,72,0,7,2,1,2,0,2,4,5,0,0,4,2,0,2,4,10,3,0,82.76,0.280000001,0.159999996,0,0,0.773320445,0.353069116,0,0
8371,1,0,46,0,6,0,1,0,0,2,6,5,0,0,5,2,0,2,0,2,0,3,48.83333333,0,0,0,0,0.969283276,2,0,1
10503,1,0,75,0,9,1,1,2,1,2,6,6,3,2,4,0,0,2,2,0,0,3,872,0,0,0,0,0.447247706,0.209432339,1,1
11488,1,0,60,0,10,1,1,3,0,2,7,5,0,0,5,3,0,2,4,3,0,1,6.270783848,0.004750594,0.004750594,0.002375297,0,0.606060606,0.415056818,0,0
14896,1,0,57,0,9,1,1,3,4,2,5,0,1,1,2,1,1,2,0,0,0,0,124.5,0.125,0,0,0,1,0.733433735,0,0
15170,1,0,73,0,10,1,1,3,1,2,2,5,0,3,1,1,1,1,0,0,0,0,33.53571429,0.035714287,0,0,0,0.119275825,0.388977636,0,0
15656,1,1,38,1,10,1,1,2,1,2,4,0,0,3,0,1,1,0,0,0,0,1,16.58333333,0,0,0.083333336,0,0.43718593,1,0,1
16195,1,0,42,0,6,0,1,2,0,2,10,6,3,1,4,5,1,2,2,0,0,1,13.10526316,0.052631579,0,0,0,0,0,0,1
16913,1,0,57,1,9,1,1,2,4,2,5,3,1,4,2,3,3,1,4,0,3,0,90.5,0.5,0.5,0,0,0,0,0,1
17737,1,0,74,1,9,0,1,3,4,2,7,6,3,3,5,3,3,2,0,0,0,1,80,0,0,0,0,0.085416667,0.7609375,0,1
19998,1,0,48,0,9,1,1,0,2,2,3,2,1,1,2,1,0,1,1,0,0,1,163.6666667,0,0,0,0,0.0901222,0.185972505,0,1
20700,1,1,74,0,9,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,116.5,0,0,0,0,0.918454936,2,0,0
20830,1,0,68,0,4,1,1,0,2,2,4,5,3,0,0,3,1,1,0,0,0,0,145.4285714,0,0,0,0,0,0,0,1
21076,1,0,72,0,10,1,1,0,0,2,5,4,1,0,5,0,0,2,0,0,0,3,47,0.200000003,0,0,0,1,2,0,1
21104,1,0,43,1,7,0,1,1,1,2,6,6,3,5,2,1,3,1,0,0,0,1,,,,,,1,1,0,1
9040,1,0,39,0,9,1,2,2,1,0,5,1,0,4,0,1,3,0,0,0,0,0,404,0,0,0,0,0.60519802,0.452042079,0,1
16173,1,0,42,0,5,0,2,1,0,0,0,3,0,0,1,1,0,1,0,0,0,0,243.5,0,0,0,0,0.907597536,0.75,0,0
17685,1,0,70,0,3,0,2,3,0,0,2,4,0,1,2,1,0,0,0,1,0,1,75.63636364,0,0.090909094,0,0,0.860576923,0.658503606,0,0
18419,1,0,64,0,8,0,2,0,1,0,4,4,0,5,1,0,2,1,0,0,0,0,,,,,,0,0,0,0
19449,1,1,21,0,9,1,2,2,1,0,6,2,2,2,2,2,2,0,1,1,0,0,28.35294118,0,0,0,0.05882353,1,2.273340249,0,1
22607,1,1,28,0,8,0,2,3,1,0,4,0,0,4,0,0,2,0,0,0,0,0,106.2,0,0,0,0,1,1.375706215,0,0
24398,1,0,27,0,5,0,2,3,4,0,5,4,0,1,2,3,0,0,0,0,0,0,,,,,,0.990654206,1,0,1
24846,1,0,53,0,7,2,2,2,0,0,2,3,0,0,2,0,0,1,0,0,0,0,547,0,0,0,0,0.475319927,0.333866545,0,1
26634,1,1,18,0,3,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,204.6,0,0,0,0,1,0.714076246,0,0
555,1,1,41,0,5,0,0,1,4,0,8,6,3,2,2,5,2,1,3,0,0,0,,,,,,0,0,0,0
2579,1,1,34,0,4,0,0,3,4,0,9,6,3,0,5,5,0,2,0,0,0,2,97.75,0.25,0,0,0,0.219948849,0.934143223,0,1
6637,1,1,58,1,9,1,0,0,0,0,5,2,0,3,2,1,2,1,0,0,0,1,226,0,0,0,0,0.871681416,2,0,1
6656,1,1,45,1,6,2,0,3,4,0,7,2,0,4,1,3,3,1,0,0,0,0,42,0,0,0,0,0,0,0,1
6902,1,0,25,0,8,2,0,2,1,0,5,5,0,5,1,3,3,1,1,7,3,3,172.5,0.5,0,0,0,0.808695652,1,0,1
9760,1,0,55,0,6,2,0,0,0,0,2,6,1,0,2,3,0,1,0,1,0,0,273,0,0,0,0,0,0,0,0
12553,1,0,27,0,5,0,0,1,1,0,7,6,1,3,2,5,3,2,0,0,0,1,50.25,0,0,0,0,0,0,0,0
12645,1,1,38,0,5,1,0,2,4,0,10,6,0,2,3,5,1,2,4,10,0,1,52.14285714,0,0,0,0.142857149,0,0,0,1
13918,1,1,43,0,6,2,0,2,0,0,5,5,1,3,3,2,1,1,0,0,0,1,47.1,0,0,0.100000001,0.200000003,0.447983015,1.550955414,0,1
14279,1,0,73,0,6,2,0,0,1,0,8,6,0,5,0,5,3,1,0,0,0,0,,,,,,0,0,0,1
14412,1,0,65,0,5,0,0,3,0,0,3,3,1,0,2,1,0,2,0,0,0,1,56.6,0,0,0,0,0.787985866,1,0,1
15524,1,0,32,0,8,0,0,0,1,0,6,3,0,2,5,1,1,2,4,0,0,2,61.5,0.125,0,0.25,0,0.867886179,2.227134146,0,1
19618,1,1,33,1,9,1,0,1,0,0,7,4,1,0,5,2,0,2,4,0,0,1,107,0.5,0,0,0,0.990654206,1,0,1
22052,1,0,73,0,4,0,0,3,4,0,5,6,0,4,0,1,3,0,0,0,0,0,,,,,,0,0,0,0
24502,1,1,21,0,4,0,0,0,4,0,1,6,1,0,0,0,0,0,0,6,0,0,186,0,0,0,0,1,1.963709677,0,0
25455,1,0,39,0,4,0,0,1,0,0,2,2,0,0,3,0,0,0,0,0,0,0,,,,,,0,0,0,1
26494,1,0,47,0,7,2,0,0,0,0,1,3,0,1,1,2,1,0,4,1,1,1,57.78571429,0.142857149,0,0,0,0,0,0,0
26495,1,1,46,0,6,0,0,1,1,0,2,5,0,4,3,0,3,0,0,0,0,0,23.8,0,0,0,0,0.470588235,1,1,0
26555,1,0,59,0,5,0,0,0,1,0,8,6,1,3,5,1,1,1,0,0,0,0,31,0,0,0,0,0,0,0,1
291,1,0,35,0,6,0,1,2,0,0,6,4,0,1,3,4,1,2,1,0,0,0,,,,,,0.92953668,0.70511583,0,1
367,1,0,45,0,6,2,1,1,4,0,4,2,0,2,2,1,2,1,0,0,0,0,,,,,,0.253588517,0.873803828,0,1
8301,1,0,35,0,5,0,1,0,1,0,10,6,0,5,1,5,3,1,4,0,2,1,,,,,,0.175595238,1,0,1
8499,1,0,35,0,4,0,1,3,2,0,4,6,2,4,1,2,3,1,0,0,0,1,17.6,0.050000001,0,0,0,1,1,0,1
9221,1,0,49,0,9,0,1,1,0,0,5,1,0,0,5,1,0,2,4,0,0,0,30.05882353,0.235294119,0.05882353,0,0,0,0,0,1
10180,1,0,56,0,6,2,1,1,1,0,5,3,0,3,0,2,1,0,2,0,0,1,274,0.5,0.5,0,0,0,0,0,1
11705,1,0,68,1,7,2,1,3,0,0,5,4,1,2,4,1,2,2,0,0,0,0,,,,,,0.918181818,1,0,1
12754,1,0,28,1,6,2,1,3,0,0,3,4,0,0,4,0,0,2,0,0,0,0,,,,,,1,0.758566978,0,0
14229,1,0,57,0,10,0,1,3,2,0,6,4,3,0,2,3,0,2,4,4,1,0,,0.055555556,0,0,0,0,,0,0
15500,1,0,60,0,6,2,1,1,4,0,4,1,1,1,1,0,0,0,0,2,0,0,,,,,,0.009508716,0.578843106,0,1
17885,1,0,45,0,7,2,1,1,1,0,5,3,1,3,0,3,1,0,2,2,3,0,35.5,0.25,0,0,0,0,0,0,1
18750,1,0,61,0,10,0,1,0,0,0,5,3,1,2,4,1,1,2,0,0,0,2,136.6,0.200000003,0,0,0,1,0.26738653,0,0
22462,1,1,61,0,5,0,1,3,1,0,3,1,0,1,1,0,1,0,0,0,0,0,,,,,,0,0,0,1
22817,1,0,29,0,6,2,1,3,2,0,4,5,3,0,1,0,0,1,0,0,0,1,608,0,0,0,0,0,0,0,0
25100,1,0,62,0,5,0,1,1,1,0,3,0,0,1,1,0,1,0,0,0,0,2,120.7,0,0,0,0,0.623860812,0.302609776,0,1
26150,1,0,28,0,9,1,1,1,4,0,1,5,0,2,2,0,2,1,0,4,0,0,44.5,0.5,0.5,0,0,0.404494382,1,0,1
26636,1,0,28,0,6,2,1,0,1,0,7,6,0,5,0,1,3,0,3,0,0,1,,,,,,0,0,0,1
10163,1,0,24,0,6,1,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,2,,,,,,0.216216216,0.329054054,0,1
13829,1,1,69,0,5,1,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,1,133.4285714,0,0,0,0,1,1.173179872,0,0
21170,1,1,44,0,9,1,2,0,1,3,6,6,1,5,1,2,3,1,4,0,0,0,15.46153846,0,0,0.15384616,0,0.895522388,1,0,1
1307,1,0,72,0,10,1,0,1,1,3,3,2,0,1,3,1,0,2,0,0,0,2,,,,,,1,0.83390411,0,1
6576,1,1,45,0,9,1,0,3,2,3,3,0,2,1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,1
8070,1,0,74,0,8,2,0,1,0,3,5,2,0,0,5,2,1,2,0,0,0,0,,,,,,0.824451411,1,0,1
8986,1,0,19,0,7,2,0,0,0,3,3,1,0,0,4,0,0,2,0,0,0,0,406.4,0,0,0,0,0.787401575,0.179749016,1,0
9458,1,0,21,0,1,2,0,1,2,3,6,2,2,2,3,0,0,2,0,0,0,3,117.0909091,0.181818187,0,0,0,0.249223602,0.283579193,0,0
10169,1,1,32,0,7,1,0,0,3,3,3,0,0,1,0,0,0,0,0,10,0,1,101.25,0,0,0,0,0.771604938,0.901851852,0,1
10181,1,0,60,0,9,1,0,3,0,3,5,1,1,0,4,2,0,2,1,4,0,0,124.3157895,0.157894731,0.105263159,0,0,0.677392041,0.927815411,0,0
10485,1,1,47,0,4,1,0,0,4,3,2,1,1,0,0,1,0,0,1,10,0,0,71.8,0,0,0,0,0.777855153,0.763057103,0,0
10940,1,1,70,0,5,1,0,1,2,3,1,3,1,0,0,0,0,0,0,0,0,2,106.8333333,0,0,0,0,0.998439938,0.284906396,0,0
11647,1,0,66,0,7,1,0,1,2,3,1,1,1,0,1,0,0,1,4,6,0,1,576,0,0,0,0,0.748263889,0.634114583,0,1
20600,1,0,32,0,7,2,0,1,1,3,4,2,0,1,4,1,1,2,0,0,0,3,,,,,,0.733983287,2.543523677,0,1
20735,1,0,72,0,7,1,0,1,2,3,4,2,2,0,3,1,0,2,0,0,0,3,77.5,0,0,0,0,0.919354839,1,0,1
21647,1,0,51,1,7,1,0,1,2,3,1,2,1,0,1,0,0,1,0,0,0,3,115.7142857,0.142857149,0,0,0,1,0.901851852,0,1
21961,1,0,73,0,8,2,0,1,1,3,6,2,0,5,0,1,2,0,2,0,0,0,546,0,0,0,0,0.175824176,0.334478022,0,1
399,1,0,71,1,9,1,1,1,2,3,8,5,1,5,0,5,3,0,0,0,0,2,195.5,0.5,0,0,0,0.549872123,1.868286445,0,1
580,1,0,64,0,9,1,1,2,2,3,7,3,2,1,3,1,0,2,0,0,0,1,181,0,0,0,0,0.943370166,1.008977901,0,0
713,1,0,46,0,6,0,1,0,4,3,2,3,0,0,2,0,0,2,0,0,0,2,,0,0,0,0,0,0,0,0
1505,1,0,28,0,10,1,1,1,2,3,1,2,2,0,0,0,0,0,0,6,0,3,871.5,0.5,0,0,0,0.039013196,0.209552496,0,1
2524,1,0,75,0,9,1,1,3,4,3,3,0,1,0,2,1,0,2,0,0,0,0,,0,0,0,0,,,0,0
6033,1,0,58,1,7,0,1,1,4,3,4,1,0,2,2,1,2,2,0,0,0,1,,,,,,1,1,0,1
6727,1,1,61,0,7,2,1,1,2,3,4,3,2,1,1,1,1,0,0,0,0,0,136.8333333,0,0,0,0,1,0.444884287,0,0
7117,1,1,61,0,10,0,1,1,1,3,8,0,0,5,0,2,3,0,1,0,0,1,,0,0,0,0,,,0,0
7336,1,0,76,1,10,0,1,3,1,3,8,5,3,2,2,1,1,1,0,0,0,2,101.6,0,0,0,0,0.958661417,0.718996063,0,1
7493,1,0,43,0,6,0,1,3,1,3,6,4,0,5,2,1,3,2,0,0,0,2,80.5,0,0,0,0,0.186335404,2,0,1
9882,1,0,55,0,7,0,1,0,2,3,4,3,1,1,2,1,1,0,0,0,0,0,44.875,0,0,0,0,1,2,0,1
10076,1,1,34,0,5,1,1,2,3,3,2,2,0,0,1,0,0,1,4,10,2,1,58.04166667,0,0,0,0,0.844221106,0.524407753,0,0
10550,1,0,28,0,7,2,1,3,0,3,3,4,0,0,3,2,0,2,4,6,0,0,85.64,0.119999997,0,0,0,0.747314339,0.511793554,0,0
11577,1,0,48,0,6,2,1,3,0,3,5,1,0,0,2,3,0,2,4,0,0,0,,,,,,0,0,0,0
12088,1,0,47,0,9,1,1,3,2,3,5,4,3,2,1,3,1,1,4,10,3,3,29.25,0.083333336,0,0,0,0.555555556,4,0,1
14401,1,0,21,0,8,2,1,0,2,3,8,5,2,0,3,2,0,1,3,0,0,1,,,,,,0.391812865,1,0,1
18338,1,1,69,0,6,0,1,0,2,3,2,0,1,1,0,0,0,0,0,0,0,1,44.38461538,0,0,0,0,0.987868284,0.633015598,0,0
18651,1,0,64,0,10,0,1,1,4,3,3,1,0,0,2,2,0,2,4,0,0,3,,0.090909094,0,0,0,,,0,0
22733,1,1,67,0,9,1,1,1,1,3,4,2,0,2,1,1,1,1,0,10,1,0,51.4,0,0,0,0,0,0,0,1
22782,1,1,52,1,7,2,1,3,2,3,5,2,1,2,3,0,1,1,0,0,0,2,75.28571429,0,0,0,0,1,0.693074004,0,1
5988,1,0,26,0,5,1,2,3,2,1,7,3,3,3,1,1,0,0,0,0,0,1,345.5,0,0,0,0,0.259044863,0.528581766,1,1
11671,1,0,28,0,1,0,2,3,1,1,10,5,0,5,0,4,3,0,2,0,0,0,,0,0.013888889,0,0,,,1,0
11683,1,0,32,0,1,0,2,3,0,1,10,6,1,4,5,3,3,2,4,0,0,3,32.55555556,0.018518519,0.074074075,0,0,0.732650739,0.41552901,0,0
14679,1,1,53,0,7,2,2,3,2,1,7,6,3,1,3,2,1,1,0,10,3,0,33.07407407,0.074074075,0,0,0,0,0,0,1
21218,1,1,33,0,6,2,2,0,0,1,4,0,0,1,2,1,0,1,0,5,3,0,54.9047619,0,0,0,0,0.985255854,0.633564614,0,0
23666,1,0,36,0,6,0,2,0,4,1,3,3,0,0,4,0,1,2,0,0,0,0,55.12903226,0.064516127,0,0,0,0.936220012,0.641164424,0,0
25345,1,0,47,1,4,1,2,0,2,1,1,0,1,0,0,0,0,0,4,0,0,3,408,0,0,0,0,0,0,1,1
443,1,0,39,0,7,0,0,2,1,1,8,6,0,3,5,4,0,2,0,2,3,1,175.8,0,0,0,0,0.961319681,0.41552901,0,0
656,1,0,70,0,5,0,0,1,0,1,6,6,3,1,2,5,0,0,0,10,0,0,69.1875,0.125,0.0625,0,0,0.747064137,0.329945799,0,0
848,1,0,25,0,9,1,0,3,4,1,3,6,0,1,4,3,0,2,0,2,0,0,78,0.111111112,0,0,0,1,2.081196581,0,0
3287,1,0,46,0,5,1,0,3,4,1,3,2,1,1,0,1,1,0,4,1,1,0,35.81818182,0,0,0,0.090909094,0,0,0,0
4711,1,0,43,1,7,2,0,1,0,1,4,6,1,3,4,2,1,2,4,0,0,3,144.25,0,0,0,0,0.922010399,1.266031196,0,1
5552,1,1,29,0,4,0,0,1,0,1,5,6,0,3,2,3,1,2,0,0,0,0,58.33333333,0,0,0,0,1,1.043571429,0,1
6806,1,0,50,0,10,1,0,3,1,1,6,6,0,4,0,2,1,0,0,3,0,0,73.25,0,0,0,0,0,0,0,0
7064,1,0,49,0,6,2,0,3,0,1,10,6,2,0,4,4,0,2,0,0,0,2,88.6,0,0,0,0,1,0.824492099,0,1
7454,1,0,46,0,7,2,0,2,1,1,5,6,0,3,3,3,3,0,4,4,2,2,26.55555556,0,0.222222224,0,0,0.518828452,2,0,0
9801,1,0,27,1,9,1,0,3,1,1,9,3,1,5,0,1,3,0,0,0,0,3,,,,,,0,0,0,1
10455,1,0,52,0,7,0,0,2,2,1,10,1,2,2,5,3,0,2,3,0,0,1,47,0.111111112,0.055555556,0.055555556,0.166666672,0,0,0,1
11717,1,0,49,0,6,2,0,3,2,1,6,6,3,3,0,4,1,0,0,1,0,0,65.5,0,0,0,0,0.992366412,1,0,1
13700,1,0,53,1,7,2,0,2,0,1,4,0,0,0,4,0,0,0,0,0,0,2,94.5,0,0,0,0,0,0,0,1
14250,1,0,36,0,2,1,0,3,0,1,8,4,1,3,5,2,2,2,0,8,3,3,69.06666667,0.06666667,0,0,0,0.27992278,0.70511583,1,1
15650,1,1,25,0,10,1,0,3,1,1,7,2,0,3,1,1,2,0,2,8,1,2,68,0.200000003,0,0,0,0.235294118,0.358088235,0,1
16012,1,1,32,0,8,0,0,0,0,1,9,6,1,4,5,2,1,2,1,0,0,2,317,0,0,0,0,0.971608833,0.576104101,0,1
17716,1,1,58,0,1,2,0,3,0,1,7,3,0,2,5,3,1,2,2,0,0,0,218.2,0,0,0,0,0.70852429,0.334784601,1,1
18304,1,1,74,0,4,0,0,0,4,1,4,1,0,3,0,1,2,0,0,0,0,0,45.5,0,0,0,0,0,0,0,1
21074,1,1,58,0,10,1,0,3,0,1,5,3,0,4,2,1,3,1,0,0,0,1,251.5,0,0,0,0,0.98111332,1.452286282,0,0
364,1,0,34,0,8,2,1,3,1,1,9,3,0,5,0,2,3,0,0,0,0,1,89.2,0,0,0,0,1,0.818946188,0,1
785,1,1,58,0,8,2,1,0,1,1,5,3,0,3,2,1,0,1,0,0,0,1,38.14285714,0,0,0,0,1,1.367977528,0,1
930,1,0,65,0,5,0,1,3,0,1,4,6,0,0,5,1,0,2,0,0,0,1,55.44117647,0,0,0,0,0.848806366,0.193766578,0,0
1229,1,0,61,0,8,2,1,0,1,1,10,6,0,5,5,4,3,2,4,4,0,0,99.5,0,0.25,0,0,0.08040201,0.917713568,0,1
2330,1,0,65,1,5,0,1,0,4,1,9,6,2,1,2,3,0,2,0,0,0,0,,,,,,0,0,0,0
3333,1,1,38,0,7,0,1,2,0,1,6,6,3,4,1,2,3,1,4,8,2,0,112,0.166666672,0,0.166666672,0,0.635416667,0.543526786,0,1
4154,1,0,39,0,6,2,1,0,4,1,8,6,2,3,4,2,1,2,3,5,0,0,89.75,0,0.25,0,0,0.217270195,1,0,1
4253,1,0,19,0,6,2,1,3,0,1,5,5,2,2,2,1,2,1,0,0,0,0,347.8,0,0,0,0,0.920069005,0.420069005,0,0
4640,1,0,23,0,4,0,1,1,0,1,3,2,1,2,1,0,0,1,0,2,0,0,121.3,0.100000001,0,0,0,0.164880462,0.301112943,0,0
4763,1,0,43,0,6,0,1,0,0,1,3,3,0,1,1,1,0,1,0,0,0,0,127.2222222,0,0,0,0,1,0.637991266,0,1
4769,1,0,65,0,8,2,1,3,0,1,6,6,3,1,4,4,0,2,0,0,0,0,,,,,,0,0,0,0
6228,1,0,59,0,6,2,1,2,1,1,7,6,0,2,2,4,2,2,4,10,3,0,28.60714286,0.071428575,0.107142858,0,0,0,0,0,1
7259,1,1,50,0,5,0,1,1,4,1,7,4,2,0,3,3,0,1,0,0,0,0,43.2,0.200000003,0,0,0,1,2,0,1
11666,1,1,67,0,5,0,1,1,1,1,2,3,1,1,2,0,1,1,0,0,0,2,356.5,0,0,0,0,0.995091164,0.768408135,0,0
12683,1,0,43,0,9,1,1,3,0,1,7,6,0,1,5,2,1,2,0,6,0,1,13.2,0.200000003,0,0,0,1,1,1,1
14995,1,1,38,0,8,2,1,0,0,1,3,3,0,1,2,1,0,1,0,0,0,1,,,,,,1,1.974324324,0,1
15419,1,0,75,0,3,1,1,3,4,1,6,4,0,0,0,4,0,0,2,4,0,1,20.1,0,0,0,0,0.885572139,2,0,0
16026,1,0,65,0,10,1,1,2,2,1,7,3,0,3,3,2,3,1,3,5,1,3,,,,,,0.898773006,0.560199387,0,1
17707,1,0,19,0,5,0,1,2,1,1,6,6,1,3,2,4,3,0,0,0,0,0,125.4,0,0,0,0,0.041467305,0.582535885,0,1
18320,1,0,41,0,4,0,1,3,0,1,2,1,0,0,2,0,0,0,0,0,0,1,93,0,0,0,0,0.838709677,1,0,1
19920,1,0,31,0,6,2,1,0,2,1,3,2,1,0,3,0,0,1,0,0,0,0,,,,,,1,1,0,1
20874,1,0,74,0,3,0,1,3,1,1,10,6,3,5,1,5,3,0,0,0,0,0,,,,,,0,0,0,1
23171,1,0,72,0,5,0,1,3,4,1,7,6,3,1,0,4,0,1,0,0,0,0,,,,,,0.295546559,1,0,1
23476,1,0,36,1,10,0,1,0,2,1,4,0,0,3,0,0,2,0,0,2,0,3,365.5,0,0,0,0,0,0,0,1
689,1,0,33,0,6,2,2,1,0,2,7,2,1,0,5,0,0,2,0,7,1,1,58.90243902,0,0,0,0,0.66252588,0.151242236,0,0
11572,1,0,64,1,9,1,2,3,0,2,5,6,1,2,4,1,1,2,0,0,0,2,,,,,,0.938587513,0.373848516,0,1
13582,1,0,38,0,7,2,2,3,2,2,3,0,1,0,2,0,0,1,0,0,0,2,,0,0,0,0,,,0,0
20525,1,0,73,0,10,1,2,3,1,2,6,4,0,4,2,1,2,2,1,0,0,1,308,0,0,0,0,0.909090909,0.592938312,0,1
21757,1,1,29,0,6,2,2,0,0,2,8,6,0,4,5,3,1,2,1,1,0,1,54.13333333,0.06666667,0.06666667,0.06666667,0.13333334,0.03817734,0.449815271,0,1
2667,1,0,23,0,9,1,0,2,0,2,10,2,0,2,4,2,1,2,0,6,3,3,63,0.5,0,0,0,0.603174603,1,0,1
3454,1,0,71,0,10,1,0,2,1,2,10,2,0,5,1,2,3,1,4,0,0,3,28.5,0.166666672,0,0,0,0.865497076,1,0,1
4270,1,1,67,0,5,0,0,2,2,2,3,6,0,0,2,5,0,1,0,0,0,0,41.2,0,0,0,0,1,0.886529126,0,1
5864,1,0,40,0,9,1,0,1,0,2,3,1,0,1,3,0,0,1,0,7,0,1,51.17391304,0.043478262,0,0,0,0.988105353,0.310322855,0,0
6494,1,0,56,0,10,1,0,3,1,2,4,6,0,3,1,3,2,2,2,0,3,2,87.6,0.200000003,0,0,0,0,0,0,1
7793,1,0,74,0,8,2,0,2,4,2,10,5,0,1,5,2,1,2,4,10,3,2,138,0.285714298,0.142857149,0,0,0.229813665,0.37810559,0,1
11465,1,0,47,0,10,1,0,2,4,2,8,3,0,1,5,1,1,2,2,0,0,0,123,0.5,0,0,0,1,4,0,1
13905,1,1,48,0,7,2,0,1,2,2,1,4,2,0,0,1,0,1,4,0,0,3,179.6363636,0,0,0,0,0.657894737,0.184843117,0,0
16064,1,1,76,0,6,1,0,2,2,2,10,6,3,5,1,5,2,2,0,4,1,1,144.25,0,0,0,0,0.143847487,0.633015598,0,1
18321,1,1,55,0,4,0,0,3,0,2,3,3,0,1,2,1,0,0,0,7,2,0,224.1666667,0,0,0.166666672,0,0.370260223,0.271561338,0,1
20167,1,0,67,0,9,1,0,3,1,2,5,6,1,2,3,4,1,1,0,0,0,2,180.5,0,0,0,0,0.95567867,1,0,1
